component_id,lot_id,is_defective,Value_0h_iddq_ua,Value_24h_iddq_ua,Value_96h_iddq_ua,Value_168h_iddq_ua,Value_0h_leakage_ua,Value_24h_leakage_ua,Value_96h_leakage_ua,Value_168h_leakage_ua,Value_0h_prop_delay_ns,Value_24h_prop_delay_ns,Value_96h_prop_delay_ns,Value_168h_prop_delay_ns
C_00575,LOT_014,False,24.1739,24.2314,25.3345,24.2558,10.0003,9.9568,10.7264,10.3257,4.2524,4.3373,4.3257,4.4495
C_00576,LOT_014,False,21.4686,21.8586,21.4548,22.3119,10.6489,10.935,11.0341,10.927,4.8881,4.9302,4.8557,5.1163
C_00577,LOT_014,False,23.7436,23.8848,23.4756,23.03,10.209,10.6072,11.0589,11.8307,4.294,4.4759,4.5179,4.3709
C_00578,LOT_014,True,26.1827,33.6251,45.9949,53.8382,9.7081,12.7844,17.1732,19.2929,4.3394,4.6875,5.0614,5.2232
C_00579,LOT_014,True,24.273,33.7981,46.5325,55.2754,10.605,14.0879,18.7077,21.0527,4.7175,4.9014,5.681,5.8962
C_00580,LOT_014,False,24.6993,24.3968,24.9173,26.6589,11.1495,11.385,11.6605,11.8447,4.5373,4.5265,4.6667,4.6322
C_00581,LOT_014,True,22.0623,30.2884,41.7834,49.1732,10.2526,14.4251,18.0254,20.7151,4.2827,4.6747,5.1257,5.4207
C_00582,LOT_014,False,23.8695,25.1354,25.0756,24.2461,9.6507,10.0224,10.3101,9.9433,4.7156,4.7937,4.769,4.8359
C_00583,LOT_014,False,24.3974,24.0831,25.229,25.1616,10.2653,9.9657,10.5818,10.3994,4.8084,4.7185,4.7256,4.7997
C_00584,LOT_014,False,24.4331,24.4431,24.0642,23.5556,10.0996,9.6316,10.1843,9.9312,4.4772,4.366,4.3395,4.5119
C_00585,LOT_014,False,23.7761,23.7819,24.3584,24.8595,10.2684,10.401,11.0265,11.2563,4.4596,4.4674,4.5993,4.3887
C_00586,LOT_014,False,23.4381,24.6561,25.7466,25.3219,10.3048,10.3969,10.5379,10.8168,4.2826,4.4793,4.3559,4.3801
C_00587,LOT_014,False,21.0191,21.3555,20.6407,21.5209,9.1112,9.4019,9.7179,9.6404,4.466,4.2691,4.6682,4.6074
C_00588,LOT_014,False,25.5653,25.1615,25.6417,26.3038,10.4989,10.884,10.7297,10.7568,4.2459,4.2374,4.2481,4.0945
C_00589,LOT_014,False,23.2039,23.1543,24.2995,23.6935,10.459,10.6985,11.3825,11.2616,4.6325,4.5941,4.5993,4.6852
C_00590,LOT_014,False,24.8142,24.44,25.5882,25.9681,10.6855,10.4972,10.785,10.9267,4.7013,4.8245,4.8577,4.718
C_00591,LOT_014,False,24.3638,24.065,24.452,25.7048,9.4514,9.6926,9.7939,9.696,4.4497,4.5573,4.5974,4.5483
C_00592,LOT_014,False,23.329,22.7393,23.0642,23.6554,9.7159,9.7105,9.7148,9.3961,4.1164,4.1086,4.1251,4.211
C_00593,LOT_014,True,22.738,37.8878,56.3329,70.3559,10.3712,14.2287,19.1221,22.485,4.5567,4.8573,5.577,6.1835
C_00594,LOT_014,False,25.0259,25.9217,25.6558,25.4715,12.2305,11.5391,11.6499,11.9453,4.8611,4.941,5.0222,5.0635
C_00595,LOT_014,False,25.2731,24.0274,25.329,25.8856,10.5648,10.3899,10.3129,10.2288,4.7562,4.9437,4.9474,4.6538
C_00596,LOT_014,False,23.7271,24.5329,24.2776,24.087,10.9513,10.9217,10.9357,11.2762,4.6119,4.9224,4.8471,4.7715
C_00597,LOT_014,False,22.8704,23.3278,22.9598,23.4681,10.9032,11.5022,11.1843,11.6451,4.9228,4.9805,4.9884,4.9159
C_00598,LOT_014,False,26.5997,26.4543,26.3715,26.6883,10.6699,10.6405,10.5688,10.6589,4.4483,4.4168,4.491,4.5536
C_00599,LOT_014,False,20.8428,20.7819,21.3074,21.712,10.9276,10.9914,10.9391,10.8836,4.6171,4.7017,4.3955,4.4793
C_00600,LOT_014,False,24.1655,24.0509,23.8436,24.8362,10.4046,10.4618,10.6683,10.5116,4.3128,4.4193,4.4683,4.4936
C_00601,LOT_015,False,27.7679,27.8994,27.2342,27.813,9.9435,10.1814,10.1787,10.5899,5.0075,4.8853,5.1741,5.1559
C_00602,LOT_015,False,26.8651,27.6382,29.4176,29.0457,10.6248,10.5208,10.5854,11.0813,4.8147,4.8168,4.7438,4.7023
C_00603,LOT_015,False,23.3845,24.1165,24.8201,24.1079,11.3314,11.6604,11.683,11.8958,4.5701,4.9132,4.606,4.8967
C_00604,LOT_015,False,26.8102,25.9305,27.3447,27.4412,10.2917,10.6329,10.7759,10.8322,4.5945,4.469,4.5882,4.5239
C_00605,LOT_015,False,28.5885,28.9157,31.3637,31.3441,11.2212,11.5718,11.9117,11.959,4.5178,4.5678,4.7379,4.8919
C_00606,LOT_015,False,25.2938,25.3631,27.0327,25.3698,10.3403,10.3015,10.2402,10.3382,4.8526,4.9515,4.9475,5.1215
C_00607,LOT_015,False,28.5621,27.4807,29.3576,29.0372,10.5744,10.9104,10.4836,11.2113,5.2865,5.2667,5.1545,5.2796
C_00608,LOT_015,False,25.3636,25.2226,25.4791,25.1511,10.5475,10.394,11.0459,10.6479,4.684,4.7339,4.6887,4.5952
C_00609,LOT_015,False,25.0343,25.7592,25.5485,26.1075,10.9688,11.5764,11.047,11.2292,5.3372,5.2737,5.5143,5.5302
C_00610,LOT_015,False,28.7024,29.6768,30.8286,31.6231,11.3247,11.6574,11.5689,11.5875,5.4065,5.2921,5.4913,5.5001
C_00611,LOT_015,False,27.7735,27.3468,28.6619,28.6641,11.32,11.515,11.3196,11.3305,4.6469,4.7318,4.7578,4.8052
C_00612,LOT_015,False,28.9123,29.1128,30.0645,30.3225,10.6581,11.3117,11.4076,11.1245,4.6647,4.7932,4.8022,4.7539
C_00613,LOT_015,False,27.6201,28.2665,28.0121,27.8136,11.529,11.1105,11.3386,11.2319,5.0823,4.9326,5.1134,5.0125
C_00614,LOT_015,False,28.0079,29.2565,29.6959,29.296,11.0825,10.8767,10.7069,10.926,4.7064,4.5609,4.8464,4.8692
C_00615,LOT_015,False,25.2034,26.2608,25.7355,27.2912,11.2022,11.25,11.9643,11.7607,4.6248,4.6568,4.8332,4.8159
C_00616,LOT_015,False,26.2666,26.4003,27.6826,28.4344,11.0015,10.9269,11.3186,11.731,4.3462,4.4608,4.6793,4.5597
C_00617,LOT_015,False,27.0301,28.5999,29.1085,29.9441,11.4806,11.1031,11.3324,11.319,4.8616,4.9532,4.8834,4.9031
C_00618,LOT_015,False,28.7879,29.5215,29.977,29.8311,10.115,9.777,10.0411,10.1201,4.3334,4.2743,4.4893,4.435
C_00619,LOT_015,False,26.8415,26.9406,27.7643,28.8286,10.9398,10.7285,11.0915,11.2914,4.3455,4.3488,4.5365,4.4192
C_00620,LOT_015,False,29.9549,29.8723,29.5227,32.0542,10.2529,10.1288,10.4594,10.7418,4.4072,4.5693,4.8173,4.8316
C_00621,LOT_015,False,27.0894,27.31,26.8962,27.6334,10.8005,10.8316,10.4744,11.0357,4.8401,4.5285,4.7233,4.7503
C_00622,LOT_015,False,26.0837,25.2837,26.193,27.1528,10.658,10.2446,10.4263,11.0232,5.3971,5.4479,5.5082,5.388
C_00623,LOT_015,False,27.6175,27.6163,30.1011,29.8391,11.1556,11.127,12.0094,11.7918,4.9595,5.0502,4.8661,5.0281
C_00624,LOT_015,False,27.8879,28.1802,25.882,28.5873,11.2098,11.2567,11.455,11.9559,4.8833,4.9588,4.9305,5.1534
C_00625,LOT_015,False,31.2083,29.1168,31.5688,31.3813,11.6092,11.5105,11.9553,11.9032,5.3102,5.303,5.4206,5.4778
C_00626,LOT_015,False,29.1077,29.9521,28.1746,28.6057,10.8253,11.4023,11.6171,11.7756,4.8623,4.8066,4.8346,4.9045
C_00627,LOT_015,False,24.4881,25.9707,26.8265,25.9746,11.7077,11.6374,12.0728,11.6917,5.1354,5.3466,5.18,5.3021
C_00628,LOT_015,False,26.3802,25.4737,26.3103,26.7843,11.3357,11.0167,11.6973,11.207,5.0102,5.1785,5.0646,5.2844
C_00629,LOT_015,False,26.6582,27.6654,28.9047,28.9694,10.9444,10.6916,11.289,11.4992,4.4918,4.4683,4.5283,4.6366
C_00630,LOT_015,False,28.1603,29.5617,30.7475,30.8166,11.6606,11.5332,11.7879,12.0753,3.7826,3.9119,3.9411,3.8868
C_00631,LOT_015,False,27.9964,28.1005,28.1617,29.7407,10.0121,10.3395,10.663,10.732,4.8327,5.1193,4.8544,4.948
C_00632,LOT_015,False,26.3134,27.0168,27.1259,28.5131,11.8429,12.5468,12.4969,12.8854,5.0032,5.2137,5.2239,5.3353
C_00633,LOT_015,False,25.962,26.5192,26.7364,27.6629,10.6837,10.8274,10.9585,11.3355,5.4459,5.4228,5.4788,5.4788
C_00634,LOT_015,False,23.7934,24.8236,26.5061,26.1643,11.2985,11.2052,11.3422,11.3151,4.715,4.8467,4.7855,4.6871
C_00635,LOT_015,False,25.7276,25.1904,25.3279,26.4092,12.4256,11.7006,12.1037,12.0278,4.932,4.9878,5.024,5.1991
C_00636,LOT_015,False,28.3882,28.6932,29.6491,29.9834,10.9903,11.4295,11.506,11.4167,4.8001,4.8425,4.8815,4.8896
C_00637,LOT_015,False,23.4892,23.8633,25.1646,25.0431,10.3339,10.8838,11.339,11.3301,4.6412,4.5492,4.6227,4.743
C_00638,LOT_015,False,27.9013,27.8457,28.891,28.9423,10.5689,10.4989,10.457,10.7255,4.8122,4.9697,4.9675,4.9688
C_00639,LOT_015,False,24.4265,25.9561,25.2509,26.2478,9.406,9.8054,9.8279,10.1311,5.0858,5.0618,5.284,5.3989
C_00640,LOT_015,False,26.0473,25.6403,26.5166,26.1281,9.6846,9.3459,9.4421,10.096,4.2663,4.2913,4.5369,4.5222
C_00641,LOT_016,False,22.0877,22.4562,23.2807,23.6038,11.7209,11.7133,12.0505,12.0041,4.8495,5.036,4.9286,4.9425
C_00642,LOT_016,False,18.055,19.1926,19.1204,20.0308,11.6698,11.6416,11.8902,11.534,5.1441,5.0813,5.0818,5.2141
C_00643,LOT_016,False,25.506,25.3159,26.2847,26.4962,11.7855,11.6772,12.3406,12.046,4.3902,4.4166,4.563,4.5875
C_00644,LOT_016,False,25.0275,24.9766,25.6598,26.1447,12.2823,12.7099,13.1867,13.9718,4.6329,4.6076,4.5528,4.7647
C_00645,LOT_016,True,21.0571,30.1,44.6772,53.9809,10.5,14.8797,22.4939,28.827,4.5708,5.1684,5.1077,5.4122
C_00646,LOT_016,False,21.7148,22.0727,23.4241,23.0086,11.2527,11.1374,11.3025,11.7987,4.3381,4.4848,4.4907,4.3242
C_00647,LOT_016,False,26.1578,25.5991,26.3014,27.0232,12.4297,12.1833,13.1427,12.8975,4.4274,4.4232,4.4979,4.3918
C_00648,LOT_016,False,25.0506,25.9016,26.7704,28.5673,9.797,10.2664,10.6619,11.3514,4.4999,4.3754,4.543,4.627
C_00649,LOT_016,False,23.8748,25.2997,25.2501,25.822,10.8031,11.0547,11.0497,11.8628,4.5618,4.5292,4.5464,4.7285
C_00650,LOT_016,True,24.0493,38.7397,61.2517,79.1676,12.193,15.8364,21.455,25.4412,4.5251,5.0336,5.5754,5.9693
C_00651,LOT_016,False,21.5663,21.8452,22.6401,23.4773,12.3369,12.7371,12.9619,13.7901,4.4267,4.4927,4.4864,4.6218
C_00652,LOT_016,False,24.1349,23.5505,23.4015,24.2885,10.7831,10.7681,11.3329,11.7614,5.3937,4.9565,5.1541,5.0794
C_00653,LOT_016,False,23.0135,23.341,23.0463,23.4606,11.8358,11.4622,11.4795,11.8803,4.6985,4.5723,4.4833,4.6411
C_00654,LOT_016,False,24.9621,24.8244,25.012,25.5856,11.2817,11.4776,12.3159,12.3997,4.2804,4.2818,4.2526,4.1464
C_00655,LOT_016,False,23.1087,23.4688,23.1916,23.9563,11.0457,10.9665,11.5074,11.1911,4.8733,4.7629,4.7669,5.0386
C_00656,LOT_016,False,23.1743,22.9976,23.8322,23.2499,11.3251,11.3402,11.8013,12.4809,4.683,4.8906,4.7615,4.9404
C_00657,LOT_016,False,22.7544,23.1447,23.7958,25.1457,12.6501,12.7569,12.9689,12.9926,4.2283,4.4277,4.1924,4.4755
C_00658,LOT_016,False,21.2415,21.738,22.9344,22.951,9.8756,10.0769,10.4657,11.6538,4.4169,4.3724,4.4097,4.4218
C_00659,LOT_016,False,22.813,23.9133,24.1542,24.763,11.7999,12.3111,13.3004,12.864,4.8122,4.9307,4.8578,4.7023
C_00660,LOT_016,False,24.0163,24.2013,25.3938,24.5307,11.9935,12.0689,12.9621,13.2621,4.8256,4.6447,4.6089,4.8498
C_00661,LOT_016,False,24.5539,25.213,25.3861,25.8969,9.9104,10.3325,10.602,11.0212,4.2108,4.1543,4.2152,4.2107
C_00662,LOT_016,False,23.3735,23.6677,23.9715,25.4474,11.9061,11.8473,12.3183,12.6018,4.3459,4.2631,4.3693,4.4494
C_00663,LOT_016,False,22.4279,23.6111,23.8866,23.9943,11.3904,11.833,12.1287,12.2801,4.8337,4.8807,4.8423,5.012
C_00664,LOT_016,False,23.8674,23.6455,25.0891,25.4684,11.5887,11.834,12.9164,12.8236,4.7947,5.1197,4.8821,5.0408
C_00665,LOT_016,False,22.8521,22.3345,24.4877,24.4607,11.196,11.1268,11.6413,11.7977,4.6659,4.5133,4.373,4.5728
C_00666,LOT_016,False,23.2994,23.6567,25.2757,25.3298,11.2723,11.9578,11.7991,11.5904,4.6137,4.6563,4.8061,4.8447
C_00667,LOT_016,False,24.9776,25.7026,25.9839,26.4716,11.6344,11.3259,12.2382,12.3111,4.0248,4.0915,4.1526,4.1091
C_00668,LOT_016,False,25.1109,25.5549,25.9283,26.2409,12.2805,12.1603,12.2217,12.1506,4.405,4.5633,4.489,4.5056
C_00669,LOT_016,False,23.1534,24.803,24.6012,25.7164,13.0525,12.8946,13.5369,13.5795,4.2671,4.2238,4.2737,4.2916
C_00670,LOT_016,False,22.2549,23.4503,23.3896,23.7366,10.7611,10.7178,11.1311,10.7531,4.6077,4.5787,4.6644,4.8196
C_00671,LOT_016,False,24.2414,25.9326,26.7633,26.4995,11.6337,12.0403,12.4864,12.7656,4.6433,4.624,4.4949,4.7436
C_00672,LOT_016,False,21.7017,22.2303,22.4063,22.5374,10.8137,10.9336,11.0567,11.3695,4.8266,4.932,4.9501,4.8075
C_00673,LOT_016,False,23.166,24.5876,23.2094,24.7361,10.3244,10.4917,10.718,10.9144,4.8149,4.834,4.945,4.9623
C_00674,LOT_016,False,23.5558,23.6681,24.4804,24.7934,12.7796,13.0562,13.3362,13.663,4.7818,4.8112,4.8514,4.8615
C_00675,LOT_016,True,20.9534,28.2358,39.927,49.2451,11.7546,20.1788,32.9815,44.0232,4.344,4.6381,4.7654,5.2583
C_00676,LOT_016,False,20.755,21.2076,22.337,23.2519,12.1262,11.7113,11.8146,12.052,4.1363,4.1995,4.416,4.1721
C_00677,LOT_016,False,23.21,23.7494,23.4588,24.1713,12.2584,12.4972,12.7089,12.7727,4.6811,4.8494,4.9659,4.8952
C_00678,LOT_016,False,21.5569,21.8629,22.4578,22.0703,12.3011,12.5871,12.8232,13.3066,4.1518,4.1615,4.2856,4.1559
C_00679,LOT_016,False,21.1713,21.7929,21.7699,22.0773,11.2354,10.9836,11.6114,11.7937,4.294,4.1854,4.2909,4.4001
C_00680,LOT_016,False,23.0383,24.4635,25.4651,24.8783,11.2098,11.002,11.8804,12.0288,4.5499,4.5921,4.5025,4.6123
C_00681,LOT_017,False,19.1624,21.0983,21.2239,22.1479,10.34,10.4957,10.3011,10.5639,3.9747,4.1068,4.1972,4.1658
C_00682,LOT_017,False,18.3459,19.308,20.5254,20.3177,9.8752,10.0961,9.8031,10.1365,3.8716,4.0238,4.0859,4.1649
C_00683,LOT_017,False,21.0674,20.7727,21.933,22.0409,10.0939,10.0659,10.4705,10.579,4.051,4.0949,4.1062,4.0147
C_00684,LOT_017,False,21.0741,21.5164,21.8902,23.9164,11.2592,11.1965,11.6696,11.5143,3.8795,3.8212,3.8289,3.9168
C_00685,LOT_017,True,21.5969,32.2202,50.7112,63.6903,10.003,12.6596,16.5377,19.2137,3.6349,3.949,4.0546,4.5946
C_00686,LOT_017,False,21.758,20.8164,21.3443,21.4758,9.136,9.4072,9.5184,9.3269,3.9079,3.9608,3.992,3.8411
C_00687,LOT_017,False,22.4181,22.8948,23.482,24.7332,10.7081,10.888,11.1729,11.6373,4.1018,4.1191,4.0265,4.1846
C_00688,LOT_017,False,19.9803,21.2589,22.2509,21.1097,9.9426,9.6478,10.2702,10.1321,3.8019,3.7519,3.7432,3.7891
C_00689,LOT_017,False,22.9373,23.0543,24.6333,25.4259,9.5687,9.5691,9.3095,9.785,4.3445,4.3946,4.4436,4.3475
C_00690,LOT_017,False,19.5781,19.732,20.4765,20.6564,10.401,10.756,11.1844,11.04,4.4956,4.7237,4.4367,4.6351
C_00691,LOT_017,False,19.3502,19.7539,20.1542,20.9673,8.9812,9.2619,9.632,9.4198,4.0649,3.9954,3.9741,4.0549
C_00692,LOT_017,False,21.5496,22.1282,22.9075,22.501,9.0125,8.7675,9.1177,9.2522,3.7977,3.942,3.9986,3.9637
C_00693,LOT_017,False,22.3642,22.9075,23.2675,23.6745,10.0034,10.4265,11.1024,10.6732,3.7875,3.8149,3.9542,3.7858
C_00694,LOT_017,False,20.5884,20.3336,21.1433,21.4271,10.6923,10.8737,10.8683,11.1978,4.0177,4.018,4.1294,4.099
C_00695,LOT_017,False,19.7874,19.5851,20.4701,20.1675,10.2447,10.3058,10.513,10.5701,4.1853,4.3188,4.461,4.4073
C_00696,LOT_017,False,24.6392,24.5354,25.9755,25.5525,8.7951,9.3205,9.2388,9.7049,4.0706,4.0329,4.0407,4.0339
C_00697,LOT_017,False,21.4455,21.3195,22.5391,22.6634,9.1144,9.5403,10.2654,10.2746,3.9199,3.9885,3.9466,3.9439
C_00698,LOT_017,False,22.3307,22.3579,23.2863,23.1236,10.558,10.476,10.5613,10.7213,4.2055,4.2061,4.3482,4.1653
C_00699,LOT_017,False,22.2306,22.1034,22.5985,23.2672,10.1352,9.7678,10.1469,9.9355,4.1579,4.2164,4.3143,4.1188
C_00700,LOT_017,False,22.3117,21.9313,23.1745,24.3645,10.5394,11.0747,11.2678,11.5142,4.029,4.1027,4.0677,4.1708
C_00701,LOT_017,False,20.7578,20.2141,20.5394,21.3,9.0978,9.3286,9.3498,9.9064,4.2126,4.0824,4.1729,4.3653
C_00702,LOT_017,False,23.1327,23.2639,24.1505,24.4711,10.1155,10.2866,10.1554,10.4259,3.9952,4.1222,4.1905,4.1169
C_00703,LOT_017,False,21.988,22.0894,22.5431,22.5316,10.7444,10.5559,10.8736,11.1374,4.166,4.2335,4.2619,4.4355
C_00704,LOT_017,False,19.2396,19.238,19.7437,19.8974,9.8734,10.1316,10.0127,10.4763,3.9676,4.0626,4.1178,4.0265
C_00705,LOT_017,False,21.6595,21.21,21.1385,22.5245,10.1448,9.6432,10.1505,10.393,4.0656,4.1904,3.9821,4.0023
C_00706,LOT_017,False,20.7844,21.4983,21.9874,21.5206,10.1939,10.1363,10.3328,10.3757,3.933,3.9069,4.0623,4.0134
C_00707,LOT_017,False,24.1385,23.7745,24.3391,25.0621,9.7222,10.1868,9.6355,10.2934,3.7707,3.8409,3.7504,3.8762
C_00708,LOT_017,False,22.9156,22.2422,22.7251,23.113,9.3666,9.4833,9.5047,9.5668,3.5409,3.727,3.6194,3.8177
C_00709,LOT_017,False,22.2942,22.52,22.818,23.4023,10.1714,10.0924,10.3264,9.9508,4.2988,4.3566,4.2041,4.1207
C_00710,LOT_017,False,21.5839,21.7231,22.3322,23.1716,9.5957,9.8458,10.0767,10.7578,3.7091,3.6696,3.6653,3.6208
C_00711,LOT_017,False,22.3911,22.7106,23.436,24.0546,9.983,10.3548,10.3136,10.5785,4.3025,4.3613,4.2606,4.2524
C_00712,LOT_017,True,18.6722,29.9902,50.0096,63.9792,9.6619,11.9783,15.2996,17.8667,3.8106,4.097,4.4231,4.5763
C_00713,LOT_017,False,21.4209,20.9507,21.8446,22.552,10.3629,10.407,10.8286,10.3137,4.3082,4.3359,4.243,4.3148
C_00714,LOT_017,False,20.9775,21.0868,21.5966,21.6797,9.2308,9.3663,9.5403,9.5368,3.8897,3.8849,3.9918,3.98
C_00715,LOT_017,False,20.1943,20.5694,20.8035,21.4905,10.4984,10.3509,10.3963,11.1683,3.8959,4.0051,4.031,4.0544
C_00716,LOT_017,False,20.4164,21.1365,21.2915,21.8912,10.1542,10.147,10.2292,9.8452,4.3137,4.2076,4.1979,4.3241
C_00717,LOT_017,False,21.2028,22.3815,23.312,22.4725,9.3811,9.6146,9.3594,9.4281,4.1334,4.1456,4.223,4.3019
C_00718,LOT_017,False,21.9153,21.7665,21.964,21.9084,8.9029,9.2548,9.3761,9.1436,3.9736,4.0186,3.923,3.9885
C_00719,LOT_017,False,21.7612,22.3135,22.507,24.8889,10.6041,10.5762,10.5412,11.2227,4.1144,4.1574,4.2343,4.2121
C_00720,LOT_017,False,22.2479,22.0132,23.5287,23.7476,9.6827,10.3729,10.5818,10.6039,3.6544,3.64,3.6607,3.7692
C_00721,LOT_018,False,17.1108,17.9296,18.4943,19.3493,12.5305,11.9508,12.5462,12.421,5.9832,6.1754,6.1216,6.1019
C_00722,LOT_018,False,18.3947,18.7493,18.6272,19.0828,12.3221,12.3779,12.4485,12.5954,5.5006,5.4494,5.4602,5.6146
C_00723,LOT_018,False,19.8556,20.4842,21.1702,21.5795,10.8207,11.1947,11.6405,11.8701,6.164,6.4863,6.6876,6.6868
C_00724,LOT_018,True,18.4183,27.3579,39.7616,48.8037,13.2096,16.7653,21.6662,24.6149,5.8478,6.4411,6.8312,7.2922
C_00725,LOT_018,True,19.1004,28.6363,43.2395,54.2802,11.8293,15.9418,20.1562,23.2869,5.2541,5.9349,6.1154,6.6212
C_00726,LOT_018,False,17.7152,18.5933,18.695,19.2602,11.8496,11.6993,12.1241,12.9607,5.8782,5.8654,5.844,5.9594
C_00727,LOT_018,False,18.0325,18.6043,18.2887,19.1997,12.2124,12.123,12.0354,12.7603,6.0208,6.0151,6.0859,5.9997
C_00728,LOT_018,False,18.2819,17.8176,18.4354,18.9113,11.822,11.7322,12.2785,12.2584,6.6305,6.3482,6.4994,6.6334
C_00729,LOT_018,False,18.3177,18.9898,19.4784,19.8597,10.9692,10.9588,11.3326,11.5679,5.8943,5.9792,6.1602,6.1938
C_00730,LOT_018,False,18.4956,18.3846,18.9669,18.6702,12.9308,13.3372,13.4926,13.6909,5.956,5.9141,6.0846,6.0175
C_00731,LOT_018,False,18.1046,19.4259,19.7584,20.0425,12.1135,12.9084,12.9025,12.9976,6.09,6.0141,5.6952,5.9296
C_00732,LOT_018,False,17.0524,17.4998,17.6176,17.924,11.5746,12.0465,12.1918,12.117,5.864,6.1731,5.7155,5.7999
C_00733,LOT_018,False,17.2394,17.0879,17.1972,17.4165,11.6882,12.1913,12.3512,12.5103,5.9696,5.8656,6.1013,5.9978
C_00734,LOT_018,False,19.0513,19.8962,20.1679,21.1005,11.7978,12.2697,12.4943,12.6804,5.9141,5.8885,6.328,5.9847
C_00735,LOT_018,False,19.3266,20.5744,20.6086,21.6769,12.2914,12.2814,11.7802,12.2582,5.9602,5.9847,5.8768,6.2619
C_00736,LOT_018,False,17.8725,18.2092,18.8472,19.7089,13.5938,13.3404,13.4804,13.2519,5.853,5.9013,5.9073,5.9351
C_00737,LOT_018,False,17.217,17.4913,18.4023,19.8342,13.0359,12.9947,13.2422,13.5694,6.8614,6.9924,7.1909,7.1182
C_00738,LOT_018,False,17.7207,18.4451,19.7627,19.4461,12.211,12.4565,13.1462,13.3114,5.3195,5.6479,5.6168,5.496
C_00739,LOT_018,False,18.6963,19.3895,19.7339,19.6921,11.7565,11.7723,12.0983,12.5679,4.9783,5.0456,5.1928,5.1222
C_00740,LOT_018,False,19.294,20.0576,21.0509,20.7919,10.9117,10.8764,11.5086,11.399,6.1154,6.047,5.9652,5.9707
C_00741,LOT_018,False,19.237,19.0464,19.8387,20.9073,12.7169,12.5871,12.9631,13.2362,5.5154,5.5538,5.712,5.5326
C_00742,LOT_018,False,17.6612,17.7194,18.2881,19.1581,10.9387,10.9854,11.3609,11.7909,6.1757,6.0457,6.4294,6.1694
C_00743,LOT_018,False,18.469,18.2675,19.4246,19.4753,12.3536,12.8623,12.9042,13.2434,6.0647,5.8177,6.0837,6.1382
C_00744,LOT_018,False,19.5077,20.4668,20.1099,20.7832,12.4397,12.3286,12.3511,12.2999,6.1303,6.0609,6.0273,6.0511
C_00745,LOT_018,False,17.9527,18.3197,18.8632,18.8206,13.6478,13.9216,14.362,14.2014,6.0143,6.1585,6.1235,6.219
C_00746,LOT_018,False,18.2898,18.4225,18.694,18.7152,11.2832,11.2908,12.0339,11.9686,5.8109,5.8495,5.7883,5.8541
C_00747,LOT_018,False,17.7199,17.7863,18.5882,19.2823,10.6106,10.8083,11.074,10.8769,5.7513,5.8004,5.5657,5.7208
C_00748,LOT_018,True,18.1266,25.1955,35.7602,44.0677,12.9616,20.4794,28.2466,33.9105,6.4322,6.8129,7.0587,7.5301
C_00749,LOT_018,False,18.0795,19.5802,19.8218,20.0459,11.8712,12.3357,12.8645,12.8961,6.0161,6.0147,5.8995,6.0888
C_00750,LOT_018,False,18.2547,19.1352,19.8958,19.53,11.8272,11.7353,11.7674,11.9766,5.7724,5.7959,5.8882,5.8482
C_00751,LOT_018,False,17.5939,18.197,18.9301,20.0054,11.4017,11.384,11.9925,12.4444,6.3041,6.1151,6.2914,6.6668
C_00752,LOT_018,False,18.2393,18.2521,19.5525,20.0295,12.2198,12.422,12.4918,12.7136,6.3715,6.0901,6.2903,6.114
C_00753,LOT_018,False,18.8529,18.7227,19.1239,19.8946,11.4739,11.7844,11.8114,11.6129,5.8206,5.9517,5.9333,5.9408
C_00754,LOT_018,False,16.1216,16.0037,16.8164,16.6054,12.8399,12.9061,12.6293,13.5019,5.9831,5.8704,5.9493,5.8802
C_00755,LOT_018,False,17.5043,18.0931,18.6165,18.8909,10.8885,11.1501,11.4386,11.6217,5.976,5.8925,6.2772,6.1983
C_00756,LOT_018,False,18.2949,18.1426,18.4643,19.858,12.3641,12.7761,12.471,12.9332,6.2309,6.1051,6.3145,6.1486
C_00757,LOT_018,False,19.2468,19.4005,19.8252,20.36,11.4248,11.6205,11.7121,12.152,5.1593,5.0294,5.3483,5.1877
C_00758,LOT_018,False,19.4384,19.9914,20.4056,21.0149,11.1847,10.9445,11.7058,11.823,6.2265,6.0703,6.2748,6.4576
C_00759,LOT_018,False,18.3083,17.9674,18.642,19.1493,12.6367,12.6447,12.9219,12.7651,6.5,6.444,6.311,6.5249
C_00760,LOT_018,False,17.5614,17.4973,18.8746,18.358,13.361,13.5144,13.8331,13.6469,5.99,5.7604,5.9982,6.0873
C_00761,LOT_019,False,29.9038,29.9999,31.3282,31.1808,11.6515,11.2492,12.0534,11.7026,4.4329,4.2614,4.3837,4.2696
C_00762,LOT_019,False,25.1251,24.7906,25.8021,26.5631,12.5864,13.3045,13.6951,13.7014,3.8519,4.0617,4.1225,3.9943
C_00763,LOT_019,False,25.8651,27.9249,28.0932,29.5137,13.5826,13.9441,14.3472,14.158,3.8891,3.8203,3.749,4.07
C_00764,LOT_019,False,30.8114,29.9793,32.1284,32.024,13.6241,14.1249,14.8276,14.7969,4.5023,4.8238,4.5825,4.8969
C_00765,LOT_019,False,26.3757,27.1017,27.2052,28.8563,12.7048,13.3685,13.7562,13.7438,4.153,4.3346,4.1138,4.3217
C_00766,LOT_019,False,26.2602,27.2842,27.3081,27.8873,12.6617,12.7413,13.0374,13.2442,3.8128,4.0468,4.0065,4.0524
