component_id,lot_id,is_defective,Value_0h_iddq_ua,Value_24h_iddq_ua,Value_96h_iddq_ua,Value_168h_iddq_ua,Value_0h_leakage_ua,Value_24h_leakage_ua,Value_96h_leakage_ua,Value_168h_leakage_ua,Value_0h_prop_delay_ns,Value_24h_prop_delay_ns,Value_96h_prop_delay_ns,Value_168h_prop_delay_ns,predicted_168h_iddq_ua,predicted_slope_iddq_ua,flag_param_b_iddq_ua,predicted_168h_leakage_ua,predicted_slope_leakage_ua,flag_param_b_leakage_ua,predicted_168h_prop_delay_ns,predicted_slope_prop_delay_ns,flag_param_b_prop_delay_ns,flag_module_b,triggered_parameters_b
C_00751,LOT_018,False,17.5939,18.197,18.9301,20.0054,11.4017,11.384,11.9925,12.4444,6.3041,6.1151,6.2914,6.6668,19.443886,0.00865892918904623,False,12.106368,0.005016444895002575,False,6.5501504,0.00302118329472012,True,True,prop_delay_ns
C_00752,LOT_018,False,18.2393,18.2521,19.5525,20.0295,12.2198,12.422,12.4918,12.7136,6.3715,6.0901,6.2903,6.114,19.430082,0.008180432785881899,False,12.783846,0.002512818760342064,False,6.2037053,0.0007889257695939832,False,False,
C_00753,LOT_018,False,18.8529,18.7227,19.1239,19.8946,11.4739,11.7844,11.8114,11.6129,5.8206,5.9517,5.9333,5.9408,19.796242,0.0074551511128743515,False,12.279465,0.0034379494561089428,False,5.905715,-0.00031934035619099775,False,False,
C_00754,LOT_018,False,16.1216,16.0037,16.8164,16.6054,12.8399,12.9061,12.6293,13.5019,5.9831,5.8704,5.9493,5.8802,18.668705,0.01850697907341852,False,13.274666,0.002559484948052298,False,6.057677,0.001300533278783162,False,False,
C_00755,LOT_018,False,17.5043,18.0931,18.6165,18.8909,10.8885,11.1501,11.4386,11.6217,5.976,5.8925,6.2772,6.1983,19.218573,0.007815782059563533,False,11.583222,0.0030077943695916063,False,6.0773025,0.0012833503882090245,False,False,
C_00756,LOT_018,False,18.2949,18.1426,18.4643,19.858,12.3641,12.7761,12.471,12.9332,6.2309,6.1051,6.3145,6.1486,19.344786,0.00834851173824733,False,13.112467,0.0023358806398179827,False,6.2435293,0.0009613147205776625,False,False,
C_00757,LOT_018,False,19.2468,19.4005,19.8252,20.36,11.4248,11.6205,11.7121,12.152,5.1593,5.0294,5.3483,5.1877,20.494324,0.007595998128255201,False,12.083269,0.003213674439324274,False,5.2368965,0.001440948020087349,False,False,
C_00758,LOT_018,False,19.4384,19.9914,20.4056,21.0149,11.1847,10.9445,11.7058,11.823,6.2265,6.0703,6.2748,6.4576,20.907034,0.006358568890889494,False,11.573868,0.00437060970730252,False,6.360901,0.0020180616590711833,False,False,
C_00759,LOT_018,False,18.3083,17.9674,18.642,19.1493,12.6367,12.6447,12.9219,12.7651,6.5,6.444,6.311,6.5249,19.278399,0.009104156345791278,False,12.974539,0.0022905472437540673,False,6.54525,0.0007031245761447486,False,False,
C_00760,LOT_018,False,17.5614,17.4973,18.8746,18.358,13.361,13.5144,13.8331,13.6469,5.99,5.7604,5.9982,6.0873,18.60271,0.007676463360256625,False,13.891683,0.0026200182278950995,False,6.062525,0.0020980888578626864,False,False,
C_00761,LOT_019,False,29.9038,29.9999,31.3282,31.1808,11.6515,11.2492,12.0534,11.7026,4.4329,4.2614,4.3837,4.2696,30.956902,0.006645844099256726,False,12.00781,0.005268122492896186,False,4.3261857,0.00044990071720547094,False,False,
C_00762,LOT_019,False,25.1251,24.7906,25.8021,26.5631,12.5864,13.3045,13.6951,13.7014,3.8519,4.0617,4.1225,3.9943,26.05102,0.00875291436513264,False,14.011342,0.004908625337812629,False,4.0385423,-0.00016081756485833123,False,False,
C_00763,LOT_019,False,25.8651,27.9249,28.0932,29.5137,13.5826,13.9441,14.3472,14.158,3.8891,3.8203,3.749,4.07,28.7327,0.0056097246381971505,False,14.621806,0.0047062926716274645,False,3.9799712,0.0011088275723987154,False,False,
C_00764,LOT_019,False,30.8114,29.9793,32.1284,32.024,13.6241,14.1249,14.8276,14.7969,4.5023,4.8238,4.5825,4.8969,31.756742,0.012343350537618012,False,14.74128,0.004280413903130424,False,4.9929814,0.0011748710685306103,False,False,
C_00765,LOT_019,False,26.3757,27.1017,27.2052,28.8563,12.7048,13.3685,13.7562,13.7438,4.153,4.3346,4.1138,4.3217,28.154333,0.007309952184889045,False,13.915829,0.003800893783569342,False,4.3339787,-4.314910040961431e-06,False,False,
C_00766,LOT_019,False,26.2602,27.2842,27.3081,27.8873,12.6617,12.7413,13.0374,13.2442,3.8128,4.0468,4.0065,4.0524,28.088198,0.005583317417568641,False,13.368897,0.004358315542009137,False,4.0414844,-3.691419495476738e-05,False,False,
C_00767,LOT_019,False,24.6459,24.9309,25.7001,25.5881,13.0321,12.9131,13.7572,13.4067,4.4154,4.6142,4.3778,4.5613,25.89338,0.006683883412679028,False,13.455831,0.003768962319691976,False,4.544853,-0.000481574927435983,False,False,
C_00768,LOT_019,False,27.8739,27.6316,28.6715,29.0832,13.3446,14.0031,13.9699,14.7576,4.3431,4.4928,4.4232,4.634,28.877567,0.00865255063374838,False,14.82883,0.005734234481387669,False,4.4814205,-7.902418772379492e-05,False,False,
C_00769,LOT_019,False,27.5622,27.2812,26.8163,28.4554,13.3615,13.8275,13.8741,14.253,4.074,4.1979,4.0153,4.155,28.35363,0.007447431013319239,False,14.395437,0.0039440086152818426,False,4.169,-0.00020069341129726656,False,False,
C_00770,LOT_019,False,29.6153,29.5421,30.0544,31.2759,12.4004,12.108,12.8071,12.489,4.4157,4.3806,4.2937,4.4913,30.956902,0.009825010765923384,False,12.790306,0.004738236745198564,False,4.5047426,0.0008621015442742223,False,False,
C_00771,LOT_019,False,28.6074,29.3354,30.7183,30.1501,12.5457,12.7184,13.1172,13.7701,4.0653,4.159,4.0903,4.1379,30.578112,0.008629942003885905,False,13.368897,0.004517343319786914,False,4.168387,6.518705685933564e-05,False,False,
C_00772,LOT_019,False,29.0111,28.7962,28.9533,29.6789,12.9568,13.5335,14.2332,14.6108,4.6594,4.7047,4.595,4.9139,30.221685,0.009899204232957636,False,14.256467,0.005020603232913546,False,4.8071766,0.000711642985873753,False,False,
C_00773,LOT_019,False,28.8163,30.4563,30.764,30.9253,13.5753,13.7533,14.3337,14.4146,4.0029,4.1895,4.0715,4.1186,30.837528,0.002647418255276158,False,14.317433,0.003917592758602571,False,4.1420317,-0.000329641183217365,False,False,
C_00774,LOT_019,False,26.6825,26.4644,26.734,28.3829,12.1417,12.4937,12.512,12.2774,4.307,4.4551,4.3571,4.4473,27.742525,0.008875868754916713,False,12.907653,0.0028746726036071747,False,4.4409256,-9.843334621853186e-05,False,False,
C_00775,LOT_019,False,24.8485,25.1035,25.3802,27.1642,13.0013,12.9589,13.1727,12.9008,4.6675,4.5123,4.7551,4.5991,26.30401,0.008336877716912161,False,13.511974,0.003840793991088868,False,4.626066,0.0007900431103176558,False,False,
C_00776,LOT_019,False,27.151,27.2898,27.3328,27.3684,12.4076,13.2509,13.5797,13.559,4.7889,4.6207,4.67,4.7009,28.31705,0.00713368704054091,False,13.838353,0.004079535812801787,False,4.6559005,0.0002444477664099782,False,False,
C_00777,LOT_019,False,26.7831,27.5852,28.282,28.35,12.8739,13.0529,13.224,13.6886,4.271,4.2994,4.3714,4.2195,28.520103,0.006492385101318356,False,13.699566,0.004490735329522032,False,4.322982,0.0001637627389695886,False,False,
C_00778,LOT_019,False,30.7373,32.6629,31.7352,33.3411,14.7896,14.3424,15.3926,15.3044,4.3529,4.2053,4.5579,4.4412,32.91174,0.0017280510372585686,False,15.135853,0.005510088984171552,False,4.3840275,0.0012411630630493147,False,False,
C_00779,LOT_019,False,27.5693,28.3083,28.299,29.5607,12.4405,13.5664,13.8262,14.6113,3.9198,3.8879,3.8681,3.8452,29.043188,0.005103389549255377,False,14.503132,0.006505082405938044,False,3.9612553,0.0005094118886523767,False,False,
C_00780,LOT_019,True,27.3808,43.055,66.6251,85.7143,12.3538,17.865,27.3849,34.6081,4.5968,5.1117,5.7587,6.2024,85.5416,0.29504585478040907,True,34.39409,0.11478533850775825,True,6.0988417,0.006855150466495091,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00781,LOT_019,False,27.0274,26.9103,27.451,28.4699,13.0392,13.7545,14.161,14.5039,4.4703,4.4686,4.2276,4.5343,28.333385,0.009882537968953454,False,14.464221,0.004928618060217962,False,4.520628,0.00036130538516574194,False,False,
C_00782,LOT_019,False,28.3948,28.8783,29.9096,31.6602,13.2211,13.3251,13.3873,13.5863,4.184,4.374,4.2627,4.3585,30.02683,0.007975907452901209,False,13.938333,0.004258559428320985,False,4.375627,1.1298894882204467e-05,False,False,
C_00783,LOT_019,False,28.4823,28.7613,29.5692,29.4414,13.3894,13.3614,14.1222,14.2567,4.7068,4.6943,4.617,4.567,30.007042,0.008650985633002397,False,13.94979,0.004086041673024498,False,4.7434654,0.0003414265526665572,False,False,
C_00784,LOT_019,False,28.078,26.9322,27.6356,30.0308,12.1003,12.4239,13.1156,13.648,4.6262,4.6222,4.519,4.4305,28.931704,0.013885441441006119,False,13.135165,0.00493934176762899,False,4.618065,-2.871610853407332e-05,False,False,
C_00785,LOT_019,False,22.9169,23.6156,25.9165,26.8541,13.9393,14.7279,15.4716,16.0509,4.3097,4.3602,4.3583,4.3761,25.256842,0.011397511524624291,False,16.083849,0.009416312175326878,False,4.32552,-0.0002408330652448856,False,False,
C_00786,LOT_019,False,24.1626,24.7322,25.2102,25.3114,11.4179,11.6227,12.2161,12.0385,3.925,4.0183,4.0179,4.067,25.70276,0.00674000483618843,False,12.298416,0.00469247317843967,False,4.0453954,0.0001881623215145536,False,False,
C_00787,LOT_019,False,27.8557,27.6387,30.2185,29.803,14.1435,14.0541,14.0816,14.8284,4.2153,4.0767,4.2732,4.1791,28.877567,0.008603245078192816,False,14.682462,0.004363623184627957,False,4.2324576,0.001081650262408788,False,False,
C_00788,LOT_019,False,28.3315,27.4988,28.746,28.0065,12.7848,12.6762,13.1146,13.2052,4.0985,4.3578,4.481,4.5929,29.109058,0.011182349861992735,False,13.339088,0.004603391944037545,False,4.345022,-8.87347115410707e-05,False,False,
C_00789,LOT_019,False,22.9012,22.7205,23.4967,24.1916,11.722,12.2147,12.096,12.6291,4.2008,4.3658,4.1956,4.463,24.4467,0.011987494044833704,False,12.684924,0.003265445317162404,False,4.4024234,0.00025432904031541526,False,False,
C_00790,LOT_019,False,23.0046,23.2322,24.6005,25.5419,12.6915,12.9926,12.664,13.3255,4.3434,4.245,4.3759,4.3932,24.95029,0.011931185277303068,False,13.561881,0.003953340731726756,False,4.3394494,0.0006558986504872633,False,False,
C_00791,LOT_019,False,27.8071,28.6615,28.9156,29.1777,14.4721,14.428,14.8306,15.1186,4.7422,4.8288,4.8408,4.7614,29.17418,0.0035602713690863702,False,15.132977,0.004895670360989035,False,4.8234696,-3.701639705234245e-05,False,False,
C_00792,LOT_019,False,24.3782,24.7335,25.2357,26.4204,13.2996,13.4857,13.9233,14.1756,4.0205,4.0524,4.0617,4.1382,25.887098,0.008011099391513406,False,14.215894,0.005070789898766415,False,4.135437,0.0005766459147135447,False,False,
C_00793,LOT_019,False,23.4017,24.3139,23.3843,23.868,14.3371,14.5143,14.8066,15.025,4.4238,4.4279,4.4151,4.3906,24.612616,0.0020744137869940843,False,15.132977,0.0042963648054334825,False,4.4854646,0.00039975397851731923,False,False,
C_00794,LOT_019,False,26.7557,28.2907,28.7746,28.7164,13.9227,14.2523,14.324,14.6817,3.762,3.6995,3.8621,3.8979,28.626175,0.0023296869913736907,False,14.668984,0.002893641757965088,False,3.8292377,0.0009009562465879652,False,False,
C_00795,LOT_019,False,26.5129,27.0745,27.8093,28.5488,12.961,12.677,12.9938,12.9904,4.0328,4.0058,4.0861,4.1534,28.163355,0.007561492178175182,False,13.3674345,0.004794684039221873,False,4.137801,0.00091667479409112,False,False,
C_00796,LOT_019,False,27.8724,27.1142,28.4356,28.1607,13.8205,14.0569,14.1816,14.2572,4.3809,4.5538,4.3118,4.5451,28.318321,0.008361952972412108,False,14.64757,0.0041018726136949285,False,4.6029434,0.00034127375284830834,False,False,
C_00797,LOT_019,False,30.9333,30.8443,31.2195,31.9739,11.533,12.4554,13.1904,13.5912,4.5472,4.6181,4.5904,4.504,31.792051,0.006581606356302894,False,13.482056,0.007129553222656256,False,4.6141763,-2.724810176425575e-05,False,False,
C_00798,LOT_019,False,27.3541,28.4885,28.935,29.897,12.8211,13.1154,14.0104,14.3772,4.3478,4.2084,4.3671,4.315,29.317421,0.005756395551893457,False,13.934337,0.005687060154808897,False,4.3840275,0.0012196352852715377,False,False,
C_00799,LOT_019,False,24.6393,24.8263,25.7138,24.9866,13.7861,13.841,13.7798,14.4569,4.361,4.3297,4.3109,4.2523,25.904953,0.007490645853678386,False,14.342555,0.0034830211533440534,False,4.404455,0.000519133228725858,False,False,
C_00800,LOT_019,False,26.283,26.3583,27.7731,27.2682,12.5479,13.3215,13.334,14.4475,4.1909,4.1303,4.1657,4.0363,27.709122,0.009380706278483074,False,14.052735,0.0050780231157938616,False,4.24329,0.0007846524132622607,False,False,
C_00801,LOT_020,False,26.8612,27.3749,27.7598,28.1904,9.9254,9.9328,10.0727,10.2824,3.7766,3.634,3.7593,3.7307,28.134516,0.005275109460618759,False,10.233525,0.0020883699735005676,False,3.7488081,0.0007972787883546625,False,False,
C_00802,LOT_020,False,25.8522,25.5469,26.3942,27.1587,9.2618,9.7396,9.4336,9.5477,4.1965,4.2512,4.1657,4.1807,26.761847,0.008437128766377762,False,9.882343,0.000991272862752283,False,4.195132,-0.0003893626477983254,False,False,
C_00803,LOT_020,False,28.0135,28.3001,28.8818,29.8872,9.1709,9.5127,9.4942,9.5523,3.8336,3.8364,3.748,3.8883,28.7917,0.0034138914108276333,False,9.778441,0.0018454265912373818,False,3.9204257,0.0005835114823447347,False,False,
C_00804,LOT_020,False,24.4426,24.5672,25.1182,25.6106,10.5241,10.0609,10.2542,10.386,3.5172,3.5928,3.5877,3.6445,25.664148,0.0076176967408922,False,10.715382,0.00454501126607259,False,3.63355,0.0002829856157302857,False,False,
C_00805,LOT_020,False,23.0602,23.2811,23.5276,24.7237,9.9586,10.2664,10.311,11.1144,3.6337,3.7188,3.6903,3.6365,24.252811,0.006747996054755327,False,10.679857,0.0028712309307522186,False,3.6986203,-0.00014013667106628337,False,False,
C_00806,LOT_020,False,25.8043,24.7724,25.4347,26.1875,10.3878,10.5842,10.771,10.6293,4.0245,3.845,4.0176,3.9707,26.229628,0.01011963617536756,False,10.91194,0.0022759695900811147,False,4.000931,0.0010828526814778633,False,False,
C_00807,LOT_020,False,22.8808,22.7413,23.0088,23.9515,9.314,9.0121,9.6706,9.7307,3.9545,3.9599,3.9559,4.0156,23.906816,0.008093864462110738,False,9.541239,0.00367457489437527,False,4.0037007,0.00030417175822787675,False,False,
C_00808,LOT_020,False,25.0706,25.4517,26.9873,26.7638,9.0259,9.4056,9.8505,9.8906,3.7245,3.7404,3.8523,3.8587,26.525894,0.007459681701660164,False,9.7192335,0.0021780105061001264,False,3.7952118,0.0003806374443901898,False,False,
C_00809,LOT_020,False,24.0064,22.8322,23.4466,24.4086,10.0934,10.0462,9.8747,10.1436,4.0489,4.1886,4.2414,4.0605,24.630827,0.01249046493106418,False,10.273657,0.0015795614242553662,False,4.1405983,-0.0003333451588948575,False,False,
C_00810,LOT_020,False,26.6948,27.0323,26.6147,28.0182,9.8082,9.71,9.7611,10.0725,4.1262,4.1703,4.1644,4.0613,27.918257,0.00615247749752469,False,10.125089,0.0028825603591071175,False,4.1096034,-0.0004215041319529224,False,False,
C_00811,LOT_020,False,26.3101,25.3091,26.1271,27.4709,10.3941,10.1897,10.0803,10.5587,3.5655,3.5405,3.5587,3.4499,27.103636,0.012462054083082406,False,10.630094,0.0030582887119717053,False,3.5390635,-9.976016150581919e-06,False,False,
C_00812,LOT_020,False,25.0536,26.2002,26.1286,26.5619,9.2561,9.4674,9.6214,9.9546,3.6483,3.4513,3.5925,3.5015,26.736147,0.003721853658888083,False,9.7177305,0.0017384064038594592,False,3.5902927,0.0009652270290586697,False,False,
C_00813,LOT_020,False,25.9451,26.1027,26.6734,27.0068,10.124,10.5499,10.5005,11.0878,4.0732,3.962,3.9764,4.0574,26.993786,0.0061880962371826265,False,10.819025,0.0018689238866170304,False,4.110502,0.0010312622653113458,False,False,
C_00814,LOT_020,False,25.6699,25.8426,26.1526,27.2264,9.9275,9.8462,10.3272,10.5571,4.5735,4.669,4.5923,4.6452,26.89916,0.007337224896748855,False,10.310047,0.003221160761515302,False,4.6721325,2.175341712104231e-05,False,False,
C_00815,LOT_020,False,25.3005,25.4405,26.5517,26.1648,10.2422,10.5131,10.4704,10.4337,4.2351,4.1303,4.2895,4.3475,26.65702,0.0084480595058865,False,10.698782,0.0012894581052992102,False,4.293962,0.001136541679170396,False,False,
C_00816,LOT_020,False,24.2944,23.5546,24.7528,24.9508,9.5127,9.3706,9.2884,9.237,3.6795,3.5575,3.7113,3.7614,24.923761,0.009508065054151742,False,9.841193,0.0032680083274841338,False,3.7175324,0.001111336085531446,False,False,
C_00817,LOT_020,False,26.2909,24.9439,25.8381,25.5686,9.7257,9.7906,10.0315,9.8006,3.9739,4.1099,4.0559,4.1125,26.293674,0.009373433812459316,False,10.049377,0.0017970655653211838,False,4.0974865,-8.62048890855554e-05,False,False,
C_00818,LOT_020,False,22.5787,23.0713,23.1572,23.3446,8.1969,8.6832,8.5173,8.9986,4.0,3.8759,3.8814,3.8855,24.13043,0.007355070983039003,False,8.9961815,0.002173482555813264,False,3.9747858,0.0006867069774203822,False,False,
C_00819,LOT_020,False,24.6079,25.6091,24.9034,26.1569,10.3167,10.6006,10.6309,10.808,3.9588,4.0316,4.0623,4.1358,26.550598,0.006538181559244781,False,10.823533,0.001548146237267388,False,4.024766,-4.7458553314209485e-05,False,False,
C_00820,LOT_020,False,27.4865,27.0016,26.9069,27.7936,10.0663,10.3608,10.4212,10.6692,3.9213,4.1987,4.2479,4.1589,27.93852,0.00650639188554552,False,10.563434,0.0014071781052483498,False,4.1643414,-0.00023860104348924185,False,False,
C_00821,LOT_020,False,26.9698,26.2328,27.3674,26.3583,10.0534,10.2076,10.3798,10.5722,4.0691,3.9458,4.0626,4.1119,27.637798,0.009756932703653964,False,10.545812,0.0023486920356750535,False,4.089998,0.0010013733916812459,False,False,
C_00822,LOT_020,False,26.5094,26.1998,26.7064,27.4729,10.1744,10.7601,10.4645,10.9143,3.889,3.9604,3.8475,3.9475,27.14193,0.006542566850450305,False,10.987872,0.0015817508591545984,False,3.9800315,0.00013632979393005427,False,False,
C_00823,LOT_020,False,24.9039,25.9181,25.7776,25.878,10.0508,9.7471,10.114,10.6067,3.9431,4.0148,3.9121,3.8862,26.684359,0.00532124025556777,False,10.176787,0.00298394011391534,False,4.010337,-3.099391725328335e-05,False,False,
C_00824,LOT_020,False,24.7293,25.523,25.4087,26.2479,10.7245,10.4921,10.8235,10.6541,4.2394,4.1741,4.2191,4.4006,26.516056,0.006896222644382055,False,10.940544,0.0031141953362358895,False,4.28463,0.0007675682067871084,False,False,
C_00825,LOT_020,False,24.5197,23.2449,25.0059,24.302,10.3091,10.212,10.775,10.6027,3.9048,3.9357,3.8372,3.8461,24.99949,0.012184657902187764,False,10.616235,0.002807185967763267,False,3.9452217,6.612265639834796e-05,False,False,
C_00826,LOT_020,False,24.0343,24.4034,24.1892,25.3381,8.8652,9.1688,9.2488,9.8151,4.0306,4.0146,4.1738,4.0835,25.339067,0.006497690688239194,False,9.457114,0.002002182081010612,False,4.0995274,0.0005897733264499259,False,False,
C_00827,LOT_020,False,24.6722,25.545,25.2998,25.6713,9.9572,9.77,10.0787,10.1987,3.7196,3.7121,3.7038,3.6815,26.323095,0.005403439733717165,False,10.164524,0.002739750544230146,False,3.7285442,0.00011419607798258495,False,False,
C_00828,LOT_020,False,23.8045,25.2451,25.2529,25.3321,9.9181,9.9593,10.2812,10.0226,3.7863,3.8587,3.9022,3.8967,25.365412,0.0008354983223809084,False,10.233525,0.001904342195722787,False,3.9073102,0.00033757116264767256,False,False,
C_00829,LOT_020,False,24.8537,24.4825,25.3177,26.2947,10.7211,10.2676,10.8329,10.6706,3.6418,3.6576,3.7336,3.6103,25.764822,0.008905013932122112,False,10.865267,0.0041504638883802635,False,3.703609,0.00031950687302483477,False,False,
C_00830,LOT_020,False,23.7903,24.5713,24.6154,24.6882,9.3557,9.5606,9.6761,10.3201,3.5054,3.6349,3.6656,3.5743,25.093224,0.0036244692484537705,False,9.777297,0.001504840416378439,False,3.581685,-0.0003695481512281631,False,False,
C_00831,LOT_020,False,23.8035,24.1038,24.915,23.8327,9.7884,10.3758,10.7819,10.5433,3.6376,3.7739,3.8505,3.7617,24.69636,0.0041149974611070445,False,10.617463,0.001678216054704455,False,3.7573717,-0.00011478011078304583,False,False,
C_00832,LOT_020,False,24.611,26.3448,25.657,26.503,10.6108,11.1186,11.3089,11.202,4.1152,4.1123,4.0597,4.0667,26.959627,0.004269632996453184,False,11.307655,0.001312884267171219,False,4.1601977,0.0003326231585608568,False,False,
C_00833,LOT_020,False,22.8666,23.8862,23.5521,24.4167,10.0661,9.9751,9.8961,10.3199,4.0278,4.1007,4.1627,4.13,24.374325,0.0033897555457221224,False,10.283458,0.002141373305850563,False,4.1215696,0.00014492801030477033,False,False,
C_00834,LOT_020,False,25.0549,25.8004,26.9532,27.4508,10.0938,10.3729,10.3502,10.6045,3.9915,4.1706,4.0544,4.1747,26.755808,0.00663477692074246,False,10.625157,0.0017517871962653296,False,4.163985,-4.593905872769039e-05,False,False,
C_00835,LOT_020,False,26.0906,26.5174,27.6851,28.4127,8.5622,9.1221,9.4551,9.1303,3.9271,4.1453,3.988,4.1562,27.380377,0.005992894554138194,False,9.292665,0.001184475888146297,False,4.11326,-0.00022250144216749238,False,False,
C_00836,LOT_020,True,26.2949,33.2585,44.7025,51.9617,9.5644,12.807,16.6086,19.4521,4.1458,4.3866,4.8881,5.0536,51.85253,0.12912521828545465,True,20.013554,0.050045511245727536,True,4.835705,0.0031187833574083143,True,True,"iddq_ua,leakage_ua,prop_delay_ns"
C_00837,LOT_020,False,23.494,24.465,24.0461,23.7959,9.5746,9.9905,9.8258,9.7083,3.6281,3.8357,3.7897,3.8189,24.855463,0.0027115488052368176,False,10.104036,0.0007884467442830347,False,3.7789998,-0.0003937513510386157,False,False,
C_00838,LOT_020,False,25.3698,24.5758,25.3585,25.7474,9.5006,9.5494,9.6873,9.3973,4.1634,3.9609,4.1984,4.244,25.991047,0.00982810351053873,False,9.795204,0.0017069733513726106,False,4.126906,0.0011528188758426236,False,False,
C_00839,LOT_020,False,24.8613,25.4719,25.4901,25.6533,9.4693,10.0172,10.0912,10.0644,4.0348,3.9385,4.0312,3.9629,26.502892,0.007159663475884321,False,10.11969,0.0007117357042100641,False,4.043101,0.0007263946798112665,False,False,
C_00840,LOT_020,False,26.6965,27.3565,27.4809,28.2317,9.7417,10.0136,9.8205,10.0639,4.0074,4.0768,4.2248,4.0947,27.94584,0.004092644691467282,False,10.173342,0.001109317715962726,False,4.095229,0.0001279802004496227,False,False,
C_00841,LOT_021,False,22.0889,22.6196,23.2306,23.3472,8.3186,8.6965,8.9588,8.9815,4.6913,4.8136,4.6728,4.6403,23.630018,0.007016793293423134,False,9.014398,0.00220762236913045,False,4.811487,-1.4672236972385684e-05,False,False,
C_00842,LOT_021,False,24.8714,24.0773,25.2334,25.9143,10.2777,10.3808,10.0967,10.4048,4.7864,4.623,4.7962,4.8054,25.297821,0.008475840589735236,False,10.602426,0.0015390664948357429,False,4.7630377,0.0009724838998582613,False,False,
C_00843,LOT_021,False,25.9725,25.6686,26.5942,26.1855,8.552,8.5105,8.5923,8.7248,4.7175,4.7295,4.6056,4.6027,26.945786,0.008869343905978723,False,8.933933,0.002940508736504446,False,4.785338,0.00038776336775885815,False,False,
C_00844,LOT_021,False,24.5153,24.3447,25.6199,25.8323,9.6491,9.8571,10.0494,10.2854,4.9443,4.7681,4.7539,5.0191,25.566217,0.0084827598783705,False,10.288237,0.0029940042919582733,False,4.908413,0.0009743953704834015,False,False,
C_00845,LOT_021,False,26.3459,25.95,27.5703,26.2378,9.6754,9.8793,10.2633,10.4837,4.6661,4.5833,4.7675,4.7982,27.084951,0.007881606949700255,False,10.288237,0.002839837625291608,False,4.735035,0.0010537148793538385,False,False,
C_00846,LOT_021,False,20.3041,20.62,20.7881,20.9407,8.4528,8.1485,9.0994,8.8928,4.2563,4.3079,4.261,4.3996,21.645622,0.007122376759846998,False,8.798566,0.004514346281687416,False,4.3163614,5.875991185506141e-05,False,False,
C_00847,LOT_021,False,25.4571,25.6469,26.653,28.0176,8.4866,9.017,8.9845,9.4677,4.6408,4.737,4.6024,4.8109,26.90621,0.008745207956102168,False,9.324573,0.0021359205775790782,False,4.8189397,0.0005690255959828688,False,False,
C_00848,LOT_021,False,24.3489,24.6656,24.7826,25.33,9.3851,9.9315,9.8091,10.2045,4.7216,4.6733,4.8055,4.7937,25.585403,0.006387523905436189,False,10.183076,0.0017470548947652197,False,4.822585,0.0010367021242777491,False,False,
C_00849,LOT_021,False,26.277,26.6278,27.7039,27.5918,8.724,8.9203,8.9885,9.7802,4.4818,4.5825,4.7341,4.722,27.515257,0.006162895011901852,False,9.314835,0.0027398235744900226,False,4.691962,0.0007601511478424102,False,False,
C_00850,LOT_021,False,24.6379,25.2567,25.6644,26.7897,9.175,9.429,9.4753,9.7987,4.5124,4.5918,4.6966,4.731,26.042913,0.005459815533955902,False,9.733549,0.002114924430847166,False,4.6787133,0.0006035647339291036,False,False,
C_00851,LOT_021,False,23.4584,24.6458,24.1137,23.8819,8.5901,8.2485,8.7133,8.7714,4.5478,4.5772,4.7136,4.8595,25.06269,0.0028950745476616665,False,8.804784,0.003863082091013591,False,4.738573,0.0011206463495890273,False,False,
C_00852,LOT_021,False,21.8907,22.4898,22.4767,22.9387,8.4294,7.9793,8.498,8.5134,4.6692,4.7206,4.6433,4.5949,23.472885,0.006826980082194018,False,8.468012,0.003393832333882648,False,4.7231,1.736239857143736e-05,False,False,
C_00853,LOT_021,False,26.2528,27.2744,27.1045,27.5654,8.9162,9.3956,9.5169,9.7562,4.4734,4.7203,4.6063,4.5782,27.7294,0.0031597266303168402,False,9.638718,0.0016883170233832469,False,4.7608137,0.00028134522967868423,False,False,
C_00854,LOT_021,False,21.3757,21.813,22.0521,22.5573,9.8463,9.9088,10.0821,10.6071,4.657,4.5601,4.81,4.7827,22.84489,0.007165906906127938,False,10.377737,0.0032565072589450456,False,4.736339,0.0012238825851016556,False,False,
C_00855,LOT_021,False,25.2794,26.8203,26.1152,26.6674,9.5132,9.5102,9.4616,9.7127,4.34,4.2425,4.3169,4.2938,27.504063,0.004748351754082576,False,9.868638,0.002489153046078157,False,4.3531995,0.0007687464025285529,False,False,
C_00856,LOT_021,False,26.2517,25.6154,26.1965,26.1035,9.7838,10.1541,10.4267,10.8563,4.226,4.2638,4.2851,4.3285,26.780302,0.008089597553677021,False,10.601301,0.003105563841925729,False,4.333871,0.00048660338719686,False,False,
C_00857,LOT_021,False,24.1121,24.7103,23.7551,24.4227,8.6488,9.1447,9.2885,9.6887,5.4089,5.4402,5.3,5.4728,25.5814,0.006049304983350965,False,9.419678,0.001909567599826387,False,5.46625,0.0001809023804134798,False,False,
C_00858,LOT_021,False,23.3925,24.4231,25.08,25.5686,8.3654,8.5502,8.6873,8.8522,4.7703,4.7753,4.6076,4.9186,25.031382,0.004224177826775434,False,8.961855,0.0028587148242526566,False,4.8375697,0.00043242856661478916,False,False,
